"\n 	<li>El forro de suave microfibra protege tu iPhone y, en el exterior, el acabado especial de silicona resulta muy agradable al tacto.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Además puedes dejar la funda siempre puesta, incluso durante la carga inalámbrica.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,3,,0,0,,,,,0,,,1.730,""Cases Certificados iOS > Cases Certificados para iPhone 11 Series y Anteriores"",,,https://mobilestore.ec/wp-content/uploads/2024/12/1332CASESiliconeCas.png,,,,,,,,,172,,""Modelo Para"",""iPhone Xs, iPhone X, iPhone Xs Max"",1,0,Colores,""Negro, Azul Media Noche, Nectarine, Rosa, Rojo, Morado"",1,0";;;;;;;;;;;;;;;;;;;;;;
"18537,simple,,,""Mica Stock de Hidrogel acabado transparente para Smartphone"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Ideal para todos los Smartphones</strong></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Elegante acabado transparente </strong></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Mica de Hidrogel para todo modelo</strong> de celular Xiaomi, Samsung, One+ Realme, iPhone</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Delgada</strong>. Solo tiene 0,2 mm de espesor y es el protector más suave en el mercado</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Fuerte</strong>. No se romperá y es resistente a rayaduras</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Sensible al tacto</strong>. Mantiene la capacidad de respuesta de la pantalla</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Flexible</strong> alrededor de bordes curvos</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><strong>Auto-repara abrasiones y rasguños leves</strong></li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",""<b>Mica de Hidrogel para todo modelo de celular Xiaomi, Samsung, One+, Realme, Apple, Honor </b>";;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;
\nCon tecnología <b>Nano-coat </b>que se ajusta térmicamente a las pantallas de los celulares y garantiza protección inmediata.;;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;
\nUsado y aprobado por la NASA, es la única protección de pantalla aprobada y que se usa en la Estación Espacial Internacional.;;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,17.382,Micas,,,https://mobilestore.ec/wp-content/uploads/2024/11/Mica-de-Vidrio-Templado-Protection-pro-Mobile-Store-Ecuador-3-1.webp, https://mobilestore.ec/wp-content/uploads/2024/11/Mica-de-Vidrio-Templado-Protection-pro-Mobile-Store-Ecuador-2-1.webp"",,,,,""id:37858, id:37878"",,,,234,,Modelo,""Smartphones, Tablets, Laptops"",1,0,,,,";;;;;;;;;;;;;;;;;;;;;
"19027,variable,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max"",1,0,visible,""Como todas las fundas de Apple, se ha sometido a miles de horas de pruebas a lo largo de todo el proceso de diseño y fabricación. Para que protejas tu iPhone de arañazos y caídas sin renunciar al estilo."",,,,taxable,,1,,,0,0,,,,,0,,,,""Cases Certificados iOS > Cases Certificados para iPhone 11 Series y Anteriores"",,,""https://mobilestore.ec/wp-content/uploads/2024/11/1196CASEIphone11Pro.png, https://mobilestore.ec/wp-content/uploads/2024/11/1199CASEIphone11Pro.png, https://mobilestore.ec/wp-content/uploads/2024/11/1197CASEIphone11Pro.png, https://mobilestore.ec/wp-content/uploads/2020/04/CASE-Iphone-11-Pro-Max-Silicone-Case-Pink-Sand-Mobile-Store-Ecuador.jpg, https://mobilestore.ec/wp-content/uploads/2020/04/CASE-Silicon-Case-Iphone-11-Pro-Green-Mobile-Store-Ecuador.jpg, https://mobilestore.ec/wp-content/uploads/2020/04/CASE-Silicon-Case-Iphone-11-Pro-Orange-Mobile-Store-Ecuador.jpg"",,,,,,,,,166,,Tamaño,""iPhone 11 Pro, iPhone 11 Pro Max"",1,0,Colores,""Rosa, Negro, Azul, Rojo, Naranja, Verde"",1,0";;;;;;;;;;;;;;;;;;;;;;
"19029,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro, Rosa"",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2020/04/CASE-Iphone-11-Pro-Max-Silicone-Case-Pink-Sand-Mobile-Store-Ecuador.jpg,,,id:19027,,,,,,4,,Tamaño,""iPhone 11 Pro"",,0,Colores,Rosa,,0";;;;;;;;;;;;;;;;;;;;;;
"19031,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro, Azul"",1,0,visible,,,,,taxable,parent,1,19,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2024/11/1197CASEIphone11Pro.png,,,id:19027,,,,,,5,,Tamaño,""iPhone 11 Pro"",,0,Colores,Azul,,0";;;;;;;;;;;;;;;;;;;;;;
"19032,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro, Rojo"",1,0,visible,,,,,taxable,parent,1,20,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2024/11/1199CASEIphone11Pro.png,,,id:19027,,,,,,6,,Tamaño,""iPhone 11 Pro"",,0,Colores,Rojo,,0";;;;;;;;;;;;;;;;;;;;;;
"19033,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro Max, Rosa"",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2020/04/iPhone-11-Pro-Estuches-de-silicona-Mobile-Store-Ecuador5.jpg,,,id:19027,,,,,,8,,Tamaño,""iPhone 11 Pro Max"",,0,Colores,Rosa,,0";;;;;;;;;;;;;;;;;;;;;;
"19034,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro Max, Negro"",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2024/11/1196CASEIphone11Pro.png,,,id:19027,,,,,,9,,Tamaño,""iPhone 11 Pro Max"",,0,Colores,Negro,,0";;;;;;;;;;;;;;;;;;;;;;
"19035,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro Max, Azul"",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2024/11/1197CASEIphone11Pro.png,,,id:19027,,,,,,10,,Tamaño,""iPhone 11 Pro Max"",,0,Colores,Azul,,0";;;;;;;;;;;;;;;;;;;;;;
"19036,variation,,,""Case  Certificados de Silicona para iPhone 11 Pro | 11 Pro Max - iPhone 11 Pro Max, Rojo"",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,1.730,62.49,,,,https://mobilestore.ec/wp-content/uploads/2024/11/1199CASEIphone11Pro.png,,,id:19027,,,,,,11,,Tamaño,""iPhone 11 Pro Max"",,0,Colores,Rojo,,0";;;;;;;;;;;;;;;;;;;;;;
"19617,simple,,,""ACCESORIO - Apple Usb-C Vga Multiport Adapter"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Con el adaptador multipuerto de USB-C a VGA puedes conectar un monitor VGA a tu Mac con USB‑C o Thunderbolt 3 (USB-C), además de un accesorio USB estándar y un cable USB-C para cargar tu dispositivo.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,1,,0,0,,,,,0,,43.469,86.947,""Apple > Cables y Cargadores Apple, Accesorios Mac > Adaptadores para Mac"",,,https://mobilestore.ec/wp-content/uploads/2020/05/ACCESORIO-Apple-Usb-C-Vga-Multiport-Adapter-Mobile-Store-Ecuador.jpg,,,,,,,,,106,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;
"19653,simple,,,""ACCESORIO - Apple Lightning To Vga Adapter"",1,0,visible,""<h2></h2>";;;;;;;;;;;;;;;;;;;;;;
\n<ul>;;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>El adaptador Lightning a VGA con su iPhone, iPad o iPod con conector Lightning.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>El adaptador Lightning to VGA admite la duplicación de lo que se muestra en la pantalla de su dispositivo, incluidas aplicaciones, presentaciones, sitios web, presentaciones de diapositivas y más, en su televisor, pantalla, proyector u otra pantalla compatible con VGA en hasta 1080p HD.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,5,,0,0,,,,,0,,,34.773,""Apple > Cables y Cargadores Apple"",,,""https://mobilestore.ec/wp-content/uploads/2020/05/ACCESORIO-Lightning-To-Vga-Adapter-Mobile-Store-Ecuador.jpg, https://mobilestore.ec/wp-content/uploads/2024/11/Adaptador-Lightning-a-VGA-.webp"",,,,,,,,,103,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;
"19689,simple,,,""ACCESORIO - Apple Mini Display Port To Vga  Adapter (Laptop Al Retroproyector)"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Todos los Mac que cuentan con un Mini DisplayPort te permiten conectar un monitor externo o un proyector mediante un adaptador.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Puedes utilizar el monitor externo como espacio de trabajo principal o como ampliación del escritorio, o bien configurarlo en modo espejo con un proyector, para que veas lo mismo que está viendo el público de tu presentación.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,1,,0,0,,,,,0,,,26.078,""Accesorios Mac > Adaptadores para Mac"",,,https://mobilestore.ec/wp-content/uploads/2020/05/ACCESORIO-–-Apple-Mini-Display-Port-To-Vga-Adapter-Laptop-Al-Retroproyector-Mobile-Store-Ecuador.jpg,,,,,,,,,98,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;
"19694,simple,,,""CARGADOR - Apple Cubo Carga 5w Usb Power Adapter-Iphone 3g,3gs,4,4s,5"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Con un diseño ultracompacto, este adaptador de corriente ofrece una carga rápida y eficiente en casa, en la oficina o mientras viaja.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Funciona con cualquier modelo de Apple Watch, iPhone o iPod.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,5,,0,0,,,,,0,,,0.860,""Apple > Cables y Cargadores Apple"",,,https://mobilestore.ec/wp-content/uploads/2020/05/Adaptador-Apple-5W-Mobile-Store-Ecuador.jpg,,,,,,,,,95,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;
"19720,variable,,,""CASE - Spigen Airpods Silicone Case + Mosqueton"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Diseñado con precisión para los AirPods 1 de Apple (No incluye Airpods)</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Agarre cómodo a diario con silicona.</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Delgada y ligera con un simpático bolsillo.</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Amortigua los golpes y es resistente a las rayaduras.</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Incluye una ranura llavero para una portabilidad adicional</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,,,0,0,,,,,0,,,,""Case para AirPods y AirTag"",,,""https://mobilestore.ec/wp-content/uploads/2024/12/1368CASESpigenAirpo.png, https://mobilestore.ec/wp-content/uploads/2024/11/1367CASESpigenAirpo.png, https://mobilestore.ec/wp-content/uploads/2024/11/1365CASESpigenAirpo.png"",,,,,,,,,148,,Colores,""White, Charcoal, Pink"",1,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"21681,variable,,,""CASE - Silicon Cover Galaxy S20+"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Case de silicona genuina de Samsung, para su Galaxy S20 Plus</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li> Protege su teléfono inteligente de daños y contaminantes diarios</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Con aberturas precisas para todos Funciones importantes de su Samsung</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,,,0,0,,,,,0,,,,""Cases Certificados para Samsung > Cases Certificados para Galaxy S21 Series y anteriores"",,,""https://mobilestore.ec/wp-content/uploads/2020/05/CASE-Silicon-Cover-Galaxy-S20-Black-Mobile-Store-Ecuador.jpg, https://mobilestore.ec/wp-content/uploads/2020/05/CASE-Silicon-Cover-Galaxy-S20-Navy-Mobile-Store-Ecuador.jpg, https://mobilestore.ec/wp-content/uploads/2020/05/CASE-Silicon-Cover-Galaxy-S20-Grey-Mobile-Store-Ecuador.jpg"",,,,,,,,,167,,Colores,""Black, Blue, Grey, Navy"",1,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"21686,variation,,,""CASE - Silicon Cover Galaxy S20+ - Navy"",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,1.730,,,,https://mobilestore.ec/wp-content/uploads/2020/05/CASE-Silicon-Cover-Galaxy-S20-Navy-Mobile-Store-Ecuador.jpg,,,id:21681,,,,,,2,,Colores,Navy,,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"21687,variation,,,""CASE - Silicon Cover Galaxy S20+ - Blue"",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,1.730,,,,https://mobilestore.ec/wp-content/uploads/2020/05/Estuches-de-Silicona-Samsung-Galaxy-S20-Mobile-Store-Ecuador3.jpg,,,id:21681,,,,,,3,,Colores,Blue,,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"21688,variation,,,""CASE - Silicon Cover Galaxy S20+ - Black"",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1.730,,,,https://mobilestore.ec/wp-content/uploads/2020/05/CASE-Silicon-Cover-Galaxy-S20-Black-Mobile-Store-Ecuador.jpg,,,id:21681,,,,,,4,,Colores,Black,,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"22153,simple,,,""ACCESORIO - Disco Duro Laptop Toshiba HDD 1TB"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Marca: Toshiba disco mecánico</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li><span class=""""a-list-item"""">Disco duro interno SATA de 1 TB/1000 GB, 5400 rpm, 128 MB, 0.276 in de grosor, 6 Gbit/s.</span></li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Con una gran capacidad en un paquete de 7 mm de grosor</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>La unidad Toshiba MQ04ABD100 de 2,5 """"es una excelente opción para Ultrabooks, PCs delgadas y PC todo en uno con aplicaciones de almacenamiento intensivo.</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>No incluye adaptadores</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,1,,,0,0,,,,,0,,,34.773,""Accesorios de computación, Computadoras Mobile Store"",,,""https://mobilestore.ec/wp-content/uploads/2024/11/Toshiva-Disco-Duro-1TB-Mobile-Store-Ecuador2.webp, https://mobilestore.ec/wp-content/uploads/2024/11/Toshiva-Disco-Duro-1TB-Mobile-Store-Ecuador.webp"",,,,,,,,,260,,,,,,,,,";;;;;;;;;;;;;;;;;;;;;;
"22156,variable,,,""MEMORIA - Adata DDR4 2666  8GB"",1,0,visible,""<ul>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Memoria interna: 8 GB</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Tipo de memoria interna: DDR4</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Velocidad de memoria del reloj: 2666 MHz</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Componente para: laptop</li>";;;;;;;;;;;;;;;;;;;;;;
"\n 	<li>Diseño de memoria (módulos x tamaño): 1 x 8 GB</li>";;;;;;;;;;;;;;;;;;;;;;
"\n</ul>"",,,,taxable,,0,,,0,0,,,,,0,,,,""Accesorios de computación, Computadoras Mobile Store"",,,https://mobilestore.ec/wp-content/uploads/2020/05/Adata-4GB-Ram-2600-Mobile-Store-Ecuador.jpg,,,,,,,,,231,,""Velocidad de memoria"",""2666 MHz ADATA, 3200 MHz"",1,0,,,,";;;;;;;;;;;;;;;;;;;;;;
"22161,simple,,,""ADATA Disco de estado sólido SSD 480 GB 2.5"""""",1,0,visible,""Lectura / escritura eQuential rendimiento hasta 520 / 450MB / s";;;;;;;;;;;;;;;;;;;;;;
\nMenor consumo de energía y nivel de ruido;;;;;;;;;;;;;;;;;;;;;;
\nSoftware de administración de archivos y migración de datos ADATA SSD descargable gratuito;;;;;;;;;;;;;;;;;;;;;;
